fm_id,RecordID,project_id,link
4420,9920336950101488,23,https://lib.is/alma9920336950101488
4421,9920337960101488,23,https://lib.is/alma9920337960101488
4423,9920409120101488,23,https://lib.is/alma9920409120101488
4424,9920409480101488,23,https://lib.is/alma9920409480101488
4425,9920409650101488,23,https://lib.is/alma9920409650101488
4426,9920499400101488,23,https://lib.is/alma9920499400101488
4427,9920624460101488,23,https://lib.is/alma9920624460101488
4428,9920726970101488,23,https://lib.is/alma9920726970101488
4430,9920786690101488,23,https://lib.is/alma9920786690101488
4431,9920852900101488,23,https://lib.is/alma9920852900101488
4432,9920903320101488,23,https://lib.is/alma9920903320101488
4433,9921134250101488,23,https://lib.is/alma9921134250101488
4434,9926993450101488,23,https://lib.is/alma9926993450101488
4435,9927144220101488,23,https://lib.is/alma9927144220101488
4436,9927168700101488,23,https://lib.is/alma9927168700101488
4437,9927198830101488,23,https://lib.is/alma9927198830101488
4438,9927376630101488,23,https://lib.is/alma9927376630101488
4439,9927386640101488,23,https://lib.is/alma9927386640101488
4440,9927446220101488,23,https://lib.is/alma9927446220101488
4441,9927499500101488,23,https://lib.is/alma9927499500101488
4442,9927538060101488,23,https://lib.is/alma9927538060101488
4443,9927570040101488,23,https://lib.is/alma9927570040101488
4444,9927574720101488,23,https://lib.is/alma9927574720101488
4445,9927586790101488,23,https://lib.is/alma9927586790101488
4446,9927603200101488,23,https://lib.is/alma9927603200101488
4447,9927615970101488,23,https://lib.is/alma9927615970101488
4448,9927637070101488,23,https://lib.is/alma9927637070101488
4449,9927641560101488,23,https://lib.is/alma9927641560101488
4450,9927650460101488,23,https://lib.is/alma9927650460101488
4451,9927652920101488,23,https://lib.is/alma9927652920101488
4452,9927653860101488,23,https://lib.is/alma9927653860101488
4453,9927656170101488,23,https://lib.is/alma9927656170101488
4454,9927657790101488,23,https://lib.is/alma9927657790101488
4455,9927669400101488,23,https://lib.is/alma9927669400101488
4456,9927683810101488,23,https://lib.is/alma9927683810101488
4458,9927684710101488,23,https://lib.is/alma9927684710101488
4459,9927685170101488,23,https://lib.is/alma9927685170101488
4460,9927692750101488,23,https://lib.is/alma9927692750101488
4461,9927709310101488,23,https://lib.is/alma9927709310101488
4462,9927729710101488,23,https://lib.is/alma9927729710101488
4463,9927755050101488,23,https://lib.is/alma9927755050101488
4464,9927880680101488,23,https://lib.is/alma9927880680101488
4465,9928344940101488,23,https://lib.is/alma9928344940101488
4466,9928414920101488,23,https://lib.is/alma9928414920101488
4467,9928430130101488,23,https://lib.is/alma9928430130101488
4468,9928430330101488,23,https://lib.is/alma9928430330101488
4469,9928494090101488,23,https://lib.is/alma9928494090101488
4470,9928499240101488,23,https://lib.is/alma9928499240101488
4471,9928499410101488,23,https://lib.is/alma9928499410101488
4472,9928501390101488,23,https://lib.is/alma9928501390101488
4473,9928529930101488,23,https://lib.is/alma9928529930101488
4474,9928553260101488,23,https://lib.is/alma9928553260101488
4475,9928608510101488,23,https://lib.is/alma9928608510101488
4476,9928621420101488,23,https://lib.is/alma9928621420101488
4477,9928651080101488,23,https://lib.is/alma9928651080101488
4478,9928651170101488,23,https://lib.is/alma9928651170101488
4479,9928651310101488,23,https://lib.is/alma9928651310101488
4480,9928668110101488,23,https://lib.is/alma9928668110101488
4481,9928701020101488,23,https://lib.is/alma9928701020101488
4482,9928751440101488,23,https://lib.is/alma9928751440101488
4483,9928752900101488,23,https://lib.is/alma9928752900101488
4484,9928761430101488,23,https://lib.is/alma9928761430101488
4485,9928955600101488,23,https://lib.is/alma9928955600101488
4486,9928968190101488,23,https://lib.is/alma9928968190101488
4487,9928968240101488,23,https://lib.is/alma9928968240101488
4488,9928968300101488,23,https://lib.is/alma9928968300101488
4489,9928981250101488,23,https://lib.is/alma9928981250101488
4490,9928986080101488,23,https://lib.is/alma9928986080101488
4491,9929027870101488,23,https://lib.is/alma9929027870101488
4492,9929028910101488,23,https://lib.is/alma9929028910101488
4493,9929072270101488,23,https://lib.is/alma9929072270101488
4494,9929072920101488,23,https://lib.is/alma9929072920101488
4495,9929073450101488,23,https://lib.is/alma9929073450101488
4496,9929082820101488,23,https://lib.is/alma9929082820101488
4497,9929083060101488,23,https://lib.is/alma9929083060101488
4498,9929664990101488,23,https://lib.is/alma9929664990101488
4499,9929665030101488,23,https://lib.is/alma9929665030101488
4500,9929816140101488,23,https://lib.is/alma9929816140101488
4501,9929818530101488,23,https://lib.is/alma9929818530101488
4502,9929844240101488,23,https://lib.is/alma9929844240101488
4503,9929847280101488,23,https://lib.is/alma9929847280101488
4504,9929856760101488,23,https://lib.is/alma9929856760101488
4505,9929956290101488,23,https://lib.is/alma9929956290101488
4506,9930008530101488,23,https://lib.is/alma9930008530101488
4507,9930063490101488,23,https://lib.is/alma9930063490101488
4508,9930315370101488,23,https://lib.is/alma9930315370101488
4509,9931875720101488,23,https://lib.is/alma9931875720101488
4510,9931901380101488,23,https://lib.is/alma9931901380101488
4511,9931927310101488,23,https://lib.is/alma9931927310101488
4512,9931967100101488,23,https://lib.is/alma9931967100101488
4513,9931967160101488,23,https://lib.is/alma9931967160101488
4514,9977819790101488,23,https://lib.is/alma9977819790101488
4515,9978948360101488,23,https://lib.is/alma9978948360101488
4516,9978956700101488,23,https://lib.is/alma9978956700101488
4517,9978983430101488,23,https://lib.is/alma9978983430101488
4518,9978983840101488,23,https://lib.is/alma9978983840101488
4519,9978988110101488,23,https://lib.is/alma9978988110101488
4520,9979910750101488,23,https://lib.is/alma9979910750101488
4521,9979912460101488,23,https://lib.is/alma9979912460101488
4522,9979923030101488,23,https://lib.is/alma9979923030101488
4523,9979923400101488,23,https://lib.is/alma9979923400101488
4524,9979923590101488,23,https://lib.is/alma9979923590101488
4525,9979924320101488,23,https://lib.is/alma9979924320101488
4526,9979927670101488,23,https://lib.is/alma9979927670101488
4527,9979930760101488,23,https://lib.is/alma9979930760101488
4528,9979934010101488,23,https://lib.is/alma9979934010101488
4529,9979934350101488,23,https://lib.is/alma9979934350101488
4530,9979935430101488,23,https://lib.is/alma9979935430101488
4531,9979942690101488,23,https://lib.is/alma9979942690101488
4532,9979961060101488,23,https://lib.is/alma9979961060101488
4533,9979961730101488,23,https://lib.is/alma9979961730101488
4534,9979965510101488,23,https://lib.is/alma9979965510101488
4535,9979965920101488,23,https://lib.is/alma9979965920101488
4536,9979967650101488,23,https://lib.is/alma9979967650101488
4537,9979983030101488,23,https://lib.is/alma9979983030101488
4538,9979983140101488,23,https://lib.is/alma9979983140101488
4539,9979983290101488,23,https://lib.is/alma9979983290101488
4540,9979983460101488,23,https://lib.is/alma9979983460101488
4541,9979983540101488,23,https://lib.is/alma9979983540101488
4542,9979985520101488,23,https://lib.is/alma9979985520101488
4543,9979985690101488,23,https://lib.is/alma9979985690101488
4544,9979985890101488,23,https://lib.is/alma9979985890101488
4545,9979986050101488,23,https://lib.is/alma9979986050101488
4546,9911214050101488,23,https://lib.is/alma9911214050101488
4547,9911217440101488,23,https://lib.is/alma9911217440101488
4548,9911234240101488,23,https://lib.is/alma9911234240101488
4549,9911234350101488,23,https://lib.is/alma9911234350101488
4550,9911237880101488,23,https://lib.is/alma9911237880101488
4551,9911238760101488,23,https://lib.is/alma9911238760101488
4552,9911253900101488,23,https://lib.is/alma9911253900101488
4553,9911273730101488,23,https://lib.is/alma9911273730101488
4554,9911320330101488,23,https://lib.is/alma9911320330101488
4555,9911321350101488,23,https://lib.is/alma9911321350101488
4556,9911328080101488,23,https://lib.is/alma9911328080101488
4557,9911328540101488,23,https://lib.is/alma9911328540101488
4558,9911329250101488,23,https://lib.is/alma9911329250101488
4559,9911330260101488,23,https://lib.is/alma9911330260101488
4560,9911330400101488,23,https://lib.is/alma9911330400101488
4561,9911340480101488,23,https://lib.is/alma9911340480101488
4562,9911340600101488,23,https://lib.is/alma9911340600101488
4563,9911341270101488,23,https://lib.is/alma9911341270101488
4564,9911342330101488,23,https://lib.is/alma9911342330101488
4565,9911345520101488,23,https://lib.is/alma9911345520101488
4566,9911346100101488,23,https://lib.is/alma9911346100101488
4567,9911362680101488,23,https://lib.is/alma9911362680101488
4568,9911386830101488,23,https://lib.is/alma9911386830101488
4569,9911444030101488,23,https://lib.is/alma9911444030101488
4570,9911457260101488,23,https://lib.is/alma9911457260101488
4571,9911467690101488,23,https://lib.is/alma9911467690101488
4572,9911492490101488,23,https://lib.is/alma9911492490101488
4573,9911503760101488,23,https://lib.is/alma9911503760101488
4574,9911512800101488,23,https://lib.is/alma9911512800101488
4575,9911548830101488,23,https://lib.is/alma9911548830101488
4576,9911560350101488,23,https://lib.is/alma9911560350101488
4577,9911567740101488,23,https://lib.is/alma9911567740101488
4578,9911568870101488,23,https://lib.is/alma9911568870101488
4579,9911581510101488,23,https://lib.is/alma9911581510101488
4580,9911587050101488,23,https://lib.is/alma9911587050101488
4581,9911589930101488,23,https://lib.is/alma9911589930101488
4582,9911590520101488,23,https://lib.is/alma9911590520101488
4583,9911590720101488,23,https://lib.is/alma9911590720101488
4584,9911591260101488,23,https://lib.is/alma9911591260101488
4585,9911591620101488,23,https://lib.is/alma9911591620101488
4586,9911595900101488,23,https://lib.is/alma9911595900101488
4587,9911596490101488,23,https://lib.is/alma9911596490101488
4588,9911596520101488,23,https://lib.is/alma9911596520101488
4589,9911596850101488,23,https://lib.is/alma9911596850101488
4590,9911599370101488,23,https://lib.is/alma9911599370101488
4591,9911600180101488,23,https://lib.is/alma9911600180101488
4592,9911601460101488,23,https://lib.is/alma9911601460101488
4593,9911602100101488,23,https://lib.is/alma9911602100101488
4594,9911602370101488,23,https://lib.is/alma9911602370101488
4595,9911672690101488,23,https://lib.is/alma9911672690101488
4596,9911686990101488,23,https://lib.is/alma9911686990101488
4597,9911718530101488,23,https://lib.is/alma9911718530101488
4598,9911719080101488,23,https://lib.is/alma9911719080101488
4599,9911719570101488,23,https://lib.is/alma9911719570101488
4600,9911720990101488,23,https://lib.is/alma9911720990101488
4601,9911721040101488,23,https://lib.is/alma9911721040101488
4602,9911721350101488,23,https://lib.is/alma9911721350101488
4603,9911722490101488,23,https://lib.is/alma9911722490101488
4604,9911723240101488,23,https://lib.is/alma9911723240101488
4605,9911725890101488,23,https://lib.is/alma9911725890101488
4606,99598720101488,23,https://lib.is/alma99598720101488
4607,99616470101488,23,https://lib.is/alma99616470101488
4608,99616480101488,23,https://lib.is/alma99616480101488
4609,99616490101488,23,https://lib.is/alma99616490101488
4610,99616910101488,23,https://lib.is/alma99616910101488
4611,99617290101488,23,https://lib.is/alma99617290101488
4612,99617840101488,23,https://lib.is/alma99617840101488
4613,99619340101488,23,https://lib.is/alma99619340101488
4614,99619410101488,23,https://lib.is/alma99619410101488
4615,99622800101488,23,https://lib.is/alma99622800101488
4616,99622990101488,23,https://lib.is/alma99622990101488
4617,99625210101488,23,https://lib.is/alma99625210101488
4618,99631890101488,23,https://lib.is/alma99631890101488
4619,99632050101488,23,https://lib.is/alma99632050101488
4620,99632100101488,23,https://lib.is/alma99632100101488
4622,99751990101488,23,https://lib.is/alma99751990101488
4623,99971550101488,23,https://lib.is/alma99971550101488
4626,99976000101488,23,https://lib.is/alma99976000101488
4627,99976270101488,23,https://lib.is/alma99976270101488
4628,991167240101488,23,https://lib.is/alma991167240101488
4629,991207920101488,23,https://lib.is/alma991207920101488
4631,991235390101488,23,https://lib.is/alma991235390101488
4632,991235430101488,23,https://lib.is/alma991235430101488
4633,991276670101488,23,https://lib.is/alma991276670101488
4634,991276770101488,23,https://lib.is/alma991276770101488
4635,991290320101488,23,https://lib.is/alma991290320101488
4636,991325800101488,23,https://lib.is/alma991325800101488
4638,991388590101488,23,https://lib.is/alma991388590101488
4640,991410790101488,23,https://lib.is/alma991410790101488
4641,993801830101488,23,https://lib.is/alma993801830101488
4642,993811330101488,23,https://lib.is/alma993811330101488
4643,993811360101488,23,https://lib.is/alma993811360101488
4644,993817900101488,23,https://lib.is/alma993817900101488
4645,993818200101488,23,https://lib.is/alma993818200101488
4646,993865650101488,23,https://lib.is/alma993865650101488
4647,993869780101488,23,https://lib.is/alma993869780101488
4648,993926770101488,23,https://lib.is/alma993926770101488
4649,993935560101488,23,https://lib.is/alma993935560101488
4650,993957200101488,23,https://lib.is/alma993957200101488
4651,994082440101488,23,https://lib.is/alma994082440101488
4652,994389310101488,23,https://lib.is/alma994389310101488
4653,994389550101488,23,https://lib.is/alma994389550101488
4654,994423630101488,23,https://lib.is/alma994423630101488
4655,994489240101488,23,https://lib.is/alma994489240101488
4657,994579120101488,23,https://lib.is/alma994579120101488
4658,994639220101488,23,https://lib.is/alma994639220101488
4660,994644590101488,23,https://lib.is/alma994644590101488
4661,994644710101488,23,https://lib.is/alma994644710101488
4662,994652280101488,23,https://lib.is/alma994652280101488
4663,994706210101488,23,https://lib.is/alma994706210101488
4664,994767670101488,23,https://lib.is/alma994767670101488
4666,994832470101488,23,https://lib.is/alma994832470101488
4667,994832970101488,23,https://lib.is/alma994832970101488
4669,994866870101488,23,https://lib.is/alma994866870101488
4670,994880770101488,23,https://lib.is/alma994880770101488
4671,994893780101488,23,https://lib.is/alma994893780101488
4672,994961380101488,23,https://lib.is/alma994961380101488
4673,994986560101488,23,https://lib.is/alma994986560101488
4674,995201140101488,23,https://lib.is/alma995201140101488
4675,995272790101488,23,https://lib.is/alma995272790101488
4676,995274110101488,23,https://lib.is/alma995274110101488
4679,995721890101488,23,https://lib.is/alma995721890101488
4680,995766750101488,23,https://lib.is/alma995766750101488
4681,995766960101488,23,https://lib.is/alma995766960101488
4682,995897880101488,23,https://lib.is/alma995897880101488
4683,995977590101488,23,https://lib.is/alma995977590101488
4684,996036450101488,23,https://lib.is/alma996036450101488
4685,996083240101488,23,https://lib.is/alma996083240101488
4686,996119980101488,23,https://lib.is/alma996119980101488
4687,996133000101488,23,https://lib.is/alma996133000101488
4688,996204450101488,23,https://lib.is/alma996204450101488
4689,996210120101488,23,https://lib.is/alma996210120101488
4690,996210410101488,23,https://lib.is/alma996210410101488
4691,996262110101488,23,https://lib.is/alma996262110101488
4692,996334180101488,23,https://lib.is/alma996334180101488
4693,996344550101488,23,https://lib.is/alma996344550101488
4694,996359400101488,23,https://lib.is/alma996359400101488
4696,996446670101488,23,https://lib.is/alma996446670101488
4697,996466590101488,23,https://lib.is/alma996466590101488
4698,996467190101488,23,https://lib.is/alma996467190101488
4699,996467710101488,23,https://lib.is/alma996467710101488
4700,996468260101488,23,https://lib.is/alma996468260101488
4701,996468480101488,23,https://lib.is/alma996468480101488
4702,996468780101488,23,https://lib.is/alma996468780101488
4703,996473520101488,23,https://lib.is/alma996473520101488
4704,996473570101488,23,https://lib.is/alma996473570101488
4705,996476620101488,23,https://lib.is/alma996476620101488
4706,996476680101488,23,https://lib.is/alma996476680101488
4707,9911729470101488,23,https://lib.is/alma9911729470101488
