fm_id,RecordID,project_id
4673,994986560101488,22
4674,995201140101488,22
4675,995272790101488,22
4676,995274110101488,22
4679,995721890101488,22
4680,995766750101488,22
4681,995766960101488,22
4682,995897880101488,22
4683,995977590101488,22
4684,996036450101488,22
4685,996083240101488,22
4686,996119980101488,22
4687,996133000101488,22
4688,996204450101488,22
4689,996210120101488,22
4690,996210410101488,22
4691,996262110101488,22
4692,996334180101488,22
4693,996344550101488,22
4694,996359400101488,22
4696,996446670101488,22
4697,996466590101488,22
4698,996467190101488,22
4699,996467710101488,22
4700,996468260101488,22
4701,996468480101488,22
4702,996468780101488,22
4703,996473520101488,22
4704,996473570101488,22
4705,996476620101488,22
4706,996476680101488,22
4707,9911729470101488,22
4708,9911732360101488,22
4709,9911732420101488,22
4710,9911732480101488,22
4711,9911732750101488,22
4712,9911737420101488,22
4713,9911738370101488,22
4714,9911739560101488,22
4715,9911739870101488,22
4716,9911740400101488,22
4717,9911740690101488,22
4718,9911741310101488,22
4719,9911741930101488,22
4720,9911742000101488,22
4721,9911742030101488,22
4722,9911742100101488,22
4723,9911742150101488,22
4724,9911743100101488,22
4725,9911744640101488,22
4726,9911744810101488,22
4727,9911745100101488,22
4728,9911745310101488,22
4729,9911746730101488,22
4730,9911755170101488,22
4731,9911755220101488,22
4732,9911755480101488,22
4733,9911755720101488,22
4734,9911755980101488,22
4735,9911756410101488,22
4736,9911756850101488,22
4737,9911757400101488,22
4738,9911758280101488,22
4739,9911759450101488,22
4740,9911759660101488,22
4741,9911759920101488,22
4742,9911760270101488,22
4743,9911760850101488,22
4744,9911761620101488,22
4745,9911761840101488,22
4746,9911762090101488,22
4747,9911762870101488,22
4748,9911763070101488,22
4749,9911763980101488,22
4750,9911764130101488,22
4751,9911764710101488,22
4752,9911764860101488,22
4753,9911766600101488,22
4754,9911766820101488,22
4755,9911777090101488,22
4756,9911777280101488,22
4757,9911777770101488,22
4758,9911778900101488,22
4759,9911780470101488,22
4760,9911780650101488,22
4761,9911780960101488,22
4762,9911780990101488,22
4763,9911781760101488,22
4764,9911781830101488,22
4765,9911782660101488,22
4766,9911783200101488,22
4767,9925769860101488,22
4768,9925770020101488,22
4770,9925770180101488,22
4772,9925780620101488,22
4773,9925787790101488,22
4774,9925796910101488,22
4775,9925796990101488,22
4776,9925797080101488,22
4777,9925797130101488,22
4778,9925797160101488,22
4779,9925797210101488,22
4780,9925813350101488,22
4781,9925813440101488,22
4782,9925814600101488,22
4783,9925815310101488,22
4784,9925815420101488,22
4785,9925820290101488,22
4786,9925823430101488,22
4787,9925823520101488,22
4788,9925850360101488,22
4789,9925851040101488,22
4790,9925876880101488,22
4791,9925877000101488,22
4792,9925917320101488,22
4793,9925927610101488,22
4794,9925936250101488,22
4795,9925949330101488,22
4796,9925980790101488,22
4797,9925980850101488,22
4798,9926027960101488,22
4799,9926028110101488,22
4800,9926031740101488,22
4801,9926172140101488,22
4802,9926172280101488,22
4803,9926258680101488,22
4804,9926267610101488,22
4805,9926267960101488,22
4806,9926803510101488,22
4807,9915397420101488,22
4808,9915398720101488,22
4809,9915398860101488,22
4810,9915399530101488,22
4811,9915399880101488,22
4812,9915400420101488,22
4813,9915400690101488,22
4814,9915401880101488,22
4815,9915402200101488,22
4816,9915402280101488,22
4819,9915403760101488,22
4820,9915405520101488,22
4821,9915408650101488,22
4822,9915408730101488,22
4823,9915410480101488,22
4824,9915419190101488,22
4826,9915427920101488,22
4827,9915429900101488,22
4828,9915430120101488,22
4829,9915431070101488,22
4830,9915431680101488,22
4831,9915432220101488,22
4835,9915434240101488,22
4836,9915434320101488,22
4837,9915448120101488,22
4839,9915533050101488,22
4840,9915612280101488,22
4841,9915612620101488,22
4842,9915613280101488,22
4843,9915672750101488,22
4844,9915673330101488,22
4846,99517940101488,22
4847,99534420101488,22
4849,99534910101488,22
4850,99538680101488,22
4851,99538690101488,22
4852,99544310101488,22
4853,99544340101488,22
4854,99545660101488,22
4855,99552100101488,22
4856,99557300101488,22
4857,99558580101488,22
4858,99568290101488,22
4859,99568390101488,22
4860,99573840101488,22
4861,99579200101488,22
4862,99580620101488,22
4863,99581670101488,22
4864,99582930101488,22
4867,99594580101488,22
4868,99597200101488,22
4869,99597240101488,22
4870,99597290101488,22
4871,99597350101488,22
4872,9911878810101488,22
4873,9911879080101488,22
4874,9911879590101488,22
4875,9911879970101488,22
4876,9911882220101488,22
4877,9911882480101488,22
4878,9911883150101488,22
4879,9911884200101488,22
4880,9911884590101488,22
4881,9911891560101488,22
4882,9911891810101488,22
4883,9911896950101488,22
4884,9911929930101488,22
4885,9911941920101488,22
4886,9911960490101488,22
4887,9911962850101488,22
4888,9911962950101488,22
4889,9911963410101488,22
4890,9911963570101488,22
4891,9911963700101488,22
4893,9911972740101488,22
4894,9911998490101488,22
4895,9912000670101488,22
4896,9912001970101488,22
4897,9912003260101488,22
4898,9912004820101488,22
4899,9912008060101488,22
4900,9912012060101488,22
4901,9912012290101488,22
4902,9912038050101488,22
4903,9912040140101488,22
4904,9912062570101488,22
4905,9912070460101488,22
4906,9912086870101488,22
4907,9912087130101488,22
4908,9912093220101488,22
4909,9912185740101488,22
4910,9912186200101488,22
4911,9912205390101488,22
4912,9912211680101488,22
4913,9912212040101488,22
4914,9912260480101488,22
4915,9912287940101488,22
4916,9912304050101488,22
4917,9912336940101488,22
4918,9912375410101488,22
4919,9912376430101488,22
4920,9912424790101488,22
4921,9912425030101488,22
4922,9912438920101488,22
4923,9912441010101488,22
4924,9912441060101488,22
4925,9912441180101488,22
4926,9923251870101488,22
4927,9923288980101488,22
4928,9923289080101488,22
4929,9923302050101488,22
4930,9923312210101488,22
4935,9923347000101488,22
4936,9923348480101488,22
4937,9923349900101488,22
4938,9923359940101488,22
4939,9923363130101488,22
4940,9923480750101488,22
4941,9923494340101488,22
4942,9923612290101488,22
4943,9923675110101488,22
4944,9923684960101488,22
4952,9923689970101488,22
4982,9983977710101488,22
4983,9983977760101488,22
4984,9983977960101488,22
4985,9983978240101488,22
4989,9984024230101488,22
4990,9984024320101488,22
4991,9984024780101488,22
4992,9984051600101488,22
4994,9984697120101488,22
4995,9984697870101488,22
4996,9984698190101488,22
4997,9984698480101488,22
4998,9984698630101488,22
4999,9984699020101488,22
5000,9984699280101488,22
5001,9984699440101488,22
5002,9984699650101488,22
5003,9984706490101488,22
5004,9984711230101488,22
5005,9984712250101488,22
5006,9984808560101488,22
5007,9984809210101488,22
5008,9984811680101488,22
5009,9984812970101488,22
5010,9984813260101488,22
5011,9984879560101488,22
5012,9984912050101488,22
5013,9984942540101488,22
5014,9984952130101488,22
5015,9984952350101488,22
5016,9984952900101488,22
5017,9984953420101488,22
5018,9984953660101488,22
5019,9984970660101488,22
5020,9984970920101488,22
5021,9984971110101488,22
5022,9984971260101488,22
5023,9984971350101488,22
5028,9985092460101488,22
5029,9985113460101488,22
5030,9985113780101488,22
5031,9985150670101488,22
5032,9985193340101488,22
5033,9985313300101488,22
5034,9985313720101488,22
5035,9985376460101488,22
5036,9985377060101488,22
5037,9985377160101488,22
5038,9985377250101488,22
5039,9985377750101488,22
5040,9988046200101488,22
5041,9988047330101488,22
5042,9988048220101488,22
5043,9988117220101488,22
5044,9988117410101488,22
5045,9988122080101488,22
5046,9988123120101488,22
5047,9988123210101488,22
5048,9988144510101488,22
5049,9990480660101488,22
5050,9990547660101488,22
5051,9990574510101488,22
5052,9990574690101488,22
5054,9990701010101488,22
5055,9990703410101488,22
5056,9990714850101488,22
5057,9990715600101488,22
5058,9990715770101488,22
5059,9990716090101488,22
5060,9990742900101488,22
5061,9990958680101488,22
5062,9990959290101488,22
5063,9990959380101488,22
5064,9990959430101488,22
5065,9990959440101488,22
5066,9990975680101488,22
5067,9991023750101488,22
5068,9991033030101488,22
5069,9991033070101488,22
5070,9991033100101488,22
5071,9991033120101488,22
5072,9991034060101488,22
5073,9991034140101488,22
5074,9991079310101488,22
5075,9991081860101488,22
5078,9991221310101488,22
5079,9991221920101488,22
5080,9991223660101488,22
5081,9991224120101488,22
5082,9991499400101488,22
5083,9991500630101488,22
5084,9991509440101488,22
5085,9991547570101488,22
5086,9991561060101488,22
5087,9991644120101488,22
5088,9991877800101488,22
5089,9991877830101488,22
5090,9992116083401488,22
5091,9992117689001488,22
5092,9992117689101488,22
5093,9992117998701488,22
5094,9992118756501488,22
5095,9992119101201488,22
5096,9992119178101488,22
5097,9992124578001488,22
5098,9992124578401488,22
5099,9992124896501488,22
5100,9992124896701488,22
5101,9992124899001488,22
5102,9992124899201488,22
5103,9992124899501488,22
5104,9992130394301488,22
5105,9992137003301488,22
5106,9992139604701488,22
5107,9992139605101488,22
5108,9992139605501488,22
5109,9992139606001488,22
5110,9992146282501488,22
5111,9992152901201488,22
5112,9992154104701488,22
5113,9992178400301488,22
5114,9992179808701488,22
5115,9992187396401488,22
5116,9992188406701488,22
5117,9992189903501488,22
5118,9992196133401488,22
5119,9992199891601488,22
5120,9992204884501488,22
5121,9992221170401488,22
5122,9992221170701488,22
5123,9992221170801488,22
5124,9992221171001488,22
5125,9992221171201488,22
5126,9992222407101488,22
5127,9992225158501488,22
5128,9992238603301488,22
5129,9992241118101488,22
5130,9992241173501488,22
5131,998142810101488,22
5132,998149790101488,22
5133,998151510101488,22
5134,998151540101488,22
5135,998153540101488,22
5136,998163510101488,22
5137,998178150101488,22
5138,998178820101488,22
5139,998179110101488,22
5140,998179730101488,22
5141,998180400101488,22
5142,998206330101488,22
5143,998206690101488,22
5144,998209010101488,22
5145,998260560101488,22
5146,998290290101488,22
5147,998313270101488,22
5148,998338650101488,22
5149,998344190101488,22
5150,998370870101488,22
5151,998432750101488,22
5153,998542170101488,22
5154,998620380101488,22
5156,998620510101488,22
5157,998628250101488,22
5158,998628590101488,22
5159,998629300101488,22
5160,998640870101488,22
5161,998651580101488,22
5162,998676650101488,22
5163,998715650101488,22
5164,998733260101488,22
5165,998742960101488,22
5166,998743510101488,22
5167,998752020101488,22
5168,998754200101488,22
5170,998820840101488,22
5171,998820970101488,22
5172,998821050101488,22
5173,998824410101488,22
5174,998824720101488,22
5175,998824980101488,22
5176,998839980101488,22
5177,998840510101488,22
5178,998840760101488,22
5179,998851820101488,22
5180,998854360101488,22
5181,998871040101488,22
5182,998885280101488,22
5183,998996230101488,22
5184,999019000101488,22
5185,999019150101488,22
5186,999049050101488,22
5187,9914786050101488,22
5188,9914867060101488,22
5189,9914903120101488,22
5190,9914903760101488,22
5191,9914903970101488,22
5192,9914904140101488,22
5193,9914904450101488,22
5194,9914904700101488,22
5195,9914904950101488,22
5198,9914933370101488,22
5199,9914936180101488,22
5200,9914948020101488,22
5201,9914955110101488,22
5202,9914968970101488,22
5203,9915005330101488,22
5204,9915029780101488,22
5206,9915064470101488,22
5207,9915070140101488,22
5208,9915122240101488,22
5209,9915125370101488,22
5210,9915128630101488,22
5211,9915128790101488,22
5212,9915129130101488,22
5213,9915129260101488,22
5214,9915235300101488,22
5216,9915283330101488,22
5217,9915320620101488,22
5218,9915320860101488,22
5220,9915323420101488,22
5221,9915323570101488,22
5222,9915360620101488,22
5223,9915360730101488,22
5224,9915373010101488,22
5225,9915373470101488,22
5226,9915374300101488,22
5227,9915374800101488,22
5228,9915374940101488,22
5229,9915375240101488,22
5230,9915375580101488,22
5231,9915392880101488,22
5232,9915692850101488,22
5233,9915719110101488,22
5234,9915737320101488,22
5235,9915767890101488,22
5236,9915772250101488,22
5237,9915772340101488,22
5238,9915772430101488,22
5240,9915777050101488,22
5241,9915777470101488,22
5243,9915778150101488,22
5244,9915782500101488,22
5245,9915785200101488,22
5246,9915795700101488,22
5247,9915797140101488,22
5248,9915797230101488,22
5249,9915797930101488,22
5250,9915799040101488,22
5251,9915802260101488,22
5252,9915802400101488,22
5253,9915802650101488,22
5254,9915804970101488,22
5255,9915805480101488,22
5256,9915806300101488,22
5257,9915806660101488,22
5258,9915807050101488,22
5259,9915807240101488,22
5260,9915813180101488,22
5261,9915813540101488,22
5262,9915813560101488,22
5264,9923723220101488,22
5266,9923735450101488,22
5267,9923744800101488,22
5268,9923746180101488,22
5269,9923779560101488,22
5270,9923898250101488,22
5271,9924075530101488,22
5272,9924310510101488,22
5273,9924414160101488,22
5274,9924427480101488,22
5275,9924442200101488,22
5276,9924442210101488,22
5277,9924501050101488,22
5278,9924605500101488,22
5280,9924715800101488,22
5281,9924783220101488,22
5282,9924889280101488,22
5283,9924914210101488,22
5284,9924933500101488,22
5285,9924934380101488,22
5286,9924949470101488,22
5287,9925006440101488,22
5288,9925123980101488,22
5290,9925140180101488,22
5291,9925141910101488,22
5292,9925193340101488,22
5293,9925230390101488,22
5294,9925243320101488,22
5295,9925260930101488,22
5296,9925261540101488,22
5297,9925360300101488,22
5298,9925360400101488,22
5299,9925379500101488,22
5300,9925409060101488,22
5301,9925409420101488,22
5302,9925521680101488,22
5303,9925530850101488,22
5304,9925571500101488,22
5305,9925577190101488,22
5306,9925589370101488,22
5307,9925680850101488,22
5308,9925748060101488,22
5309,9925758220101488,22
5310,9992392199801488,22
5311,9992394994101488,22
5312,9992401499601488,22
5313,9992408048901488,22
5314,9992408049001488,22
5315,9992408049601488,22
5316,9992408052701488,22
5317,9992408052901488,22
5318,9992408053101488,22
5319,9992408054201488,22
5320,9992409001101488,22
5322,9992417395901488,22
5323,9992421506301488,22
5324,9992421506401488,22
5325,9992423807101488,22
5326,9992423808601488,22
5328,9992434408501488,22
5329,9992434673301488,22
5330,9992438408801488,22
5331,9992440009401488,22
5332,9992447708501488,22
5333,9992456309701488,22
5334,9992457110101488,22
5335,9992457303901488,22
5337,9992459307601488,22
5338,9992471002501488,22
5339,9992471008001488,22
5340,9992475599801488,22
5341,9992475601001488,22
5342,9992477204701488,22
5343,9992477205301488,22
5344,9992483795601488,22
5345,9992483903401488,22
5346,9992494501501488,22
5347,9992494501601488,22
5349,9992494592601488,22
5350,9992497510301488,22
5351,9992499490101488,22
5352,9992499490401488,22
5353,9992499490801488,22
5354,9992500608701488,22
5355,9992501206001488,22
5356,9992510610101488,22
5357,9992513603701488,22
5358,9992513603901488,22
5359,9992513604001488,22
5360,9992513604501488,22
5361,9992553079001488,22
5362,9992553205901488,22
5363,9992553304101488,22
5364,9992558107401488,22
5365,9992558306101488,22
5366,9992560778801488,22
5367,9992560779001488,22
5368,9992560779301488,22
5369,9992574008401488,22
5370,9992579894501488,22
5371,9992585793601488,22
5372,9992585793701488,22
5373,9992586185201488,22
5374,9992643710001488,22
5375,9992650109301488,22
5376,9992650109501488,22
5377,9992650109701488,22
5379,996694740101488,22
5380,996694830101488,22
5381,996695050101488,22
5382,996695090101488,22
5383,996695190101488,22
5384,996695230101488,22
5385,996695430101488,22
5386,996695470101488,22
5387,996695530101488,22
5388,996695560101488,22
5389,996695620101488,22
5390,996697170101488,22
5394,996988430101488,22
5395,996988570101488,22
5396,996992140101488,22
5397,996992410101488,22
5398,996992570101488,22
5399,996992620101488,22
5400,997079470101488,22
5401,997164400101488,22
5403,997218910101488,22
5404,997219560101488,22
5405,997219710101488,22
5406,997241260101488,22
5407,997241530101488,22
5409,997353270101488,22
5410,997365120101488,22
5411,997415050101488,22
5412,997417300101488,22
5413,997421150101488,22
5414,997565600101488,22
5416,997603660101488,22
5417,997647770101488,22
5418,997650330101488,22
5419,997684900101488,22
5420,997685630101488,22
5421,997686640101488,22
5422,997781700101488,22
5423,997785490101488,22
5424,997785610101488,22
5425,997785850101488,22
5426,997785920101488,22
5427,997786070101488,22
5428,997786310101488,22
5429,997786550101488,22
5430,997795640101488,22
5431,997832740101488,22
5433,997939320101488,22
5434,997939620101488,22
5435,997939780101488,22
5436,997940170101488,22
5437,997947130101488,22
5439,997951200101488,22
5440,997951220101488,22
5442,997984740101488,22
5443,997984760101488,22
5444,997998100101488,22
5445,998020780101488,22
5446,998032380101488,22
5447,998046980101488,22
5448,998052110101488,22
5449,998080930101488,22
5450,998105410101488,22
5451,998105620101488,22
5453,9980124200101488,22
5454,9980125500101488,22
5455,9980125780101488,22
5456,9980126270101488,22
5457,9980126620101488,22
5458,9980126860101488,22
5459,9980128790101488,22
5460,9980129790101488,22
5461,9980131410101488,22
5462,9980132190101488,22
5463,9980135490101488,22
5465,9980142640101488,22
5466,9980142710101488,22
5467,9980142860101488,22
5468,9980143180101488,22
5469,9980143390101488,22
5470,9980143530101488,22
5471,9980143840101488,22
5472,9980157410101488,22
5473,9980158870101488,22
5475,9980176030101488,22
5476,9980205300101488,22
5477,9981015090101488,22
5478,9981058770101488,22
5479,9981131580101488,22
5481,9981131960101488,22
5482,9981132450101488,22
5483,9982479180101488,22
