external_id,fm_id,project_fm_id
9989074110101488,2245,24
9989074120101488,2246,24
9989074130101488,2247,24
9989074160101488,2248,24
9989074180101488,2249,24
9989074280101488,2250,24
9989074290101488,2251,24
9989074380101488,2252,24
9989074410101488,2253,24
9989074460101488,2254,24
9989074520101488,2255,24
9989074590101488,2256,24
9989074620101488,2257,24
9989074750101488,2258,24
9989074810101488,2259,24
9989074860101488,2260,24
9989074900101488,2261,24
9989074960101488,2262,24
9989075680101488,2263,24
9989101490101488,2264,24
9989101560101488,2265,24
9989101570101488,2266,24
9989101620101488,2267,24
9989101640101488,2268,24
9989101670101488,2269,24
9991647390101488,2270,24
9991647450101488,2271,24
9991647530101488,2272,24
9991647670101488,2273,24
9991647700101488,2274,24
9991647750101488,2275,24
9991647970101488,2276,24
9991647990101488,2277,24
9991648090101488,2278,24
9991648120101488,2279,24
9991655450101488,2280,24
9991655480101488,2281,24
9991656500101488,2282,24
9991656550101488,2283,24
9991656610101488,2284,24
9991656640101488,2285,24
9991656660101488,2286,24
9991656680101488,2287,24
9991656700101488,2288,24
9991656730101488,2289,24
9991656780101488,2290,24
9991656830101488,2291,24
9991657000101488,2292,24
9991657050101488,2293,24
9991657110101488,2294,24
9991657170101488,2295,24
9991657190101488,2296,24
9991657220101488,2297,24
9991812790101488,2298,24
9991812940101488,2299,24
9991814080101488,2300,24
9991814140101488,2301,24
9991814350101488,2302,24
9991814460101488,2303,24
9991814570101488,2304,24
9991814850101488,2305,24
9991814900101488,2306,24
9991815480101488,2307,24
9991815500101488,2308,24
9991815710101488,2309,24
9991815920101488,2310,24
9991815990101488,2311,24
9991816010101488,2312,24
9991816380101488,2313,24
9991816580101488,2314,24
9991816780101488,2315,24
9991816940101488,2316,24
9991817090101488,2317,24
9991817110101488,2318,24
9991817170101488,2319,24
9991817610101488,2320,24
9991817840101488,2321,24
9991817940101488,2322,24
9991817970101488,2323,24
9991818050101488,2324,24
9991818130101488,2325,24
9991818150101488,2326,24
9991824210101488,2327,24
9991824250101488,2328,24
9991826610101488,2329,24
9991826630101488,2330,24
9991826760101488,2331,24
9991826980101488,2332,24
9991827440101488,2333,24
9991827720101488,2334,24
9991827840101488,2335,24
9991827910101488,2336,24
9991827940101488,2337,24
9991830220101488,2338,24
9991830350101488,2339,24
9991830390101488,2340,24
9991830500101488,2341,24
9991830560101488,2342,24
9991830700101488,2343,24
9991830770101488,2344,24
9991830790101488,2345,24
9991830820101488,2346,24
9991831500101488,2347,24
9991831600101488,2348,24
9991831940101488,2349,24
9991831970101488,2350,24
9991832550101488,2351,24
9991832590101488,2352,24
9991832680101488,2353,24
9991832800101488,2354,24
9991832820101488,2355,24
9991832920101488,2356,24
9991833020101488,2357,24
9991833130101488,2358,24
9991833160101488,2359,24
9991833270101488,2360,24
9991833320101488,2361,24
9991833350101488,2362,24
9991833380101488,2363,24
9991833410101488,2364,24
9991833550101488,2365,24
9991833760101488,2366,24
9991833820101488,2367,24
9991834090101488,2368,24
9991834150101488,2369,24
9915659620101488,2370,24
9915659720101488,2371,24
9915659920101488,2372,24
9915660060101488,2373,24
9915661460101488,2374,24
9915661500101488,2375,24
9915661590101488,2376,24
9915662150101488,2377,24
9915662390101488,2378,24
9915662600101488,2379,24
9915662700101488,2380,24
9915662800101488,2381,24
9915662910101488,2382,24
9915662940101488,2383,24
9915663330101488,2384,24
9915663350101488,2385,24
9915663400101488,2386,24
9915663910101488,2387,24
9915664890101488,2388,24
9915665650101488,2389,24
9915665750101488,2390,24
9915668420101488,2391,24
9915668740101488,2392,24
9915668830101488,2393,24
9915669170101488,2394,24
9915669250101488,2395,24
9915889010101488,2396,24
9915889200101488,2397,24
9915889310101488,2398,24
9915889360101488,2399,24
9915889700101488,2400,24
9915889780101488,2401,24
9915890000101488,2402,24
9915890060101488,2403,24
9915890140101488,2404,24
9915890170101488,2405,24
9915890250101488,2406,24
9915890630101488,2407,24
9915890690101488,2408,24
9915890780101488,2409,24
9915890830101488,2410,24
9915890950101488,2411,24
9915891020101488,2412,24
9915891370101488,2413,24
9915891510101488,2414,24
9915891620101488,2415,24
9915891710101488,2416,24
9915891760101488,2417,24
9915892070101488,2418,24
9915892400101488,2419,24
9915893140101488,2420,24
9915893340101488,2421,24
9915893360101488,2422,24
9915893410101488,2423,24
9915893760101488,2424,24
9915893910101488,2425,24
9915894000101488,2426,24
9915894050101488,2427,24
9915894190101488,2428,24
9915894240101488,2429,24
9915894290101488,2430,24
9915894830101488,2431,24
9915895350101488,2432,24
9915895390101488,2433,24
9915895510101488,2434,24
9915895980101488,2435,24
9915896130101488,2436,24
9915896220101488,2437,24
9915896520101488,2438,24
9915896640101488,2439,24
9915897040101488,2440,24
9915897270101488,2441,24
9915897590101488,2442,24
9915898060101488,2443,24
9915898580101488,2444,24
9915898650101488,2445,24
9915898970101488,2446,24
9915899020101488,2447,24
9915899080101488,2448,24
9915899130101488,2449,24
9915899240101488,2450,24
9915899260101488,2451,24
9915899440101488,2452,24
9915899520101488,2453,24
9915899540101488,2454,24
9915899570101488,2455,24
9915899610101488,2456,24
9915899890101488,2457,24
9915900080101488,2458,24
9915900360101488,2459,24
9915900430101488,2460,24
9915901660101488,2461,24
9915902140101488,2462,24
9915902190101488,2463,24
9915902490101488,2464,24
9915902560101488,2465,24
9915902810101488,2466,24
9915903610101488,2467,24
9915903720101488,2468,24
9915903820101488,2469,24
9989565060101488,2470,24
9989565090101488,2471,24
9989565120101488,2472,24
9989565270101488,2473,24
9989565480101488,2474,24
9989565510101488,2475,24
9989565530101488,2476,24
9989565590101488,2477,24
9989571660101488,2478,24
9989571670101488,2479,24
9989571680101488,2480,24
9989571690101488,2481,24
9989571720101488,2482,24
9989571730101488,2483,24
9989571860101488,2484,24
9989572030101488,2485,24
9989572070101488,2486,24
9989572110101488,2487,24
9989572180101488,2488,24
9989572280101488,2489,24
9989572300101488,2490,24
9989572320101488,2491,24
9989572500101488,2492,24
9989572590101488,2493,24
9989572710101488,2494,24
9989573100101488,2495,24
9989573270101488,2496,24
9989573320101488,2497,24
9989573420101488,2498,24
9989574330101488,2499,24
9989574350101488,2500,24
9989574390101488,2501,24
9989574440101488,2502,24
9989574490101488,2503,24
9989574500101488,2504,24
9989574520101488,2505,24
9989574550101488,2506,24
9989574570101488,2507,24
9989574620101488,2508,24
9989574640101488,2509,24
9989574720101488,2510,24
9989574890101488,2511,24
9989574980101488,2512,24
9989575020101488,2513,24
9989575150101488,2514,24
9989575180101488,2515,24
9989575220101488,2516,24
9989575260101488,2517,24
9989575290101488,2518,24
9989575430101488,2519,24
9989575580101488,2520,24
9989575630101488,2521,24
9989575650101488,2522,24
9989575720101488,2523,24
9989575770101488,2524,24
9989575820101488,2525,24
9989575910101488,2526,24
9989575950101488,2527,24
9989576060101488,2528,24
9989576120101488,2529,24
9989576170101488,2530,24
9989576230101488,2531,24
9989577100101488,2532,24
9989577240101488,2533,24
9989577330101488,2534,24
9989577390101488,2535,24
9989587730101488,2536,24
9989587770101488,2537,24
9989587800101488,2538,24
9989587830101488,2539,24
9989588230101488,2540,24
9989588250101488,2541,24
9989707000101488,2542,24
9989707050101488,2543,24
9989707100101488,2544,24
9989718000101488,2545,24
9989718010101488,2546,24
9989718020101488,2547,24
9989718030101488,2548,24
9989718040101488,2549,24
9989718050101488,2550,24
9989718070101488,2551,24
9989718390101488,2552,24
9989718420101488,2553,24
9989718560101488,2554,24
9989718620101488,2555,24
9989718740101488,2556,24
9989718800101488,2557,24
9989718830101488,2558,24
9989718850101488,2559,24
9989718910101488,2560,24
9989718970101488,2561,24
9989719130101488,2562,24
9989719590101488,2563,24
9989735950101488,2564,24
9989735980101488,2565,24
9989736010101488,2566,24
9989736040101488,2567,24
9989736090101488,2568,24
9989736170101488,2569,24
9912566800101488,2570,24
9912749650101488,2571,24
9912749830101488,2572,24
9912750030101488,2573,24
9912750730101488,2574,24
9912750880101488,2575,24
9912751020101488,2576,24
9912751150101488,2577,24
9912751230101488,2578,24
9912751400101488,2579,24
9912751450101488,2580,24
9912751500101488,2581,24
9912751540101488,2582,24
9912751620101488,2583,24
9912751700101488,2584,24
9912751730101488,2585,24
9912751870101488,2586,24
9912752090101488,2587,24
9912752260101488,2588,24
9912752440101488,2589,24
9912752480101488,2590,24
9912752910101488,2591,24
9912753530101488,2592,24
9912753720101488,2593,24
9912753750101488,2594,24
9912753800101488,2595,24
9912754290101488,2596,24
9912754400101488,2597,24
9912754640101488,2598,24
9912754700101488,2599,24
9912755700101488,2600,24
9912755780101488,2601,24
9912755840101488,2602,24
9912755850101488,2603,24
9912756090101488,2604,24
9912756140101488,2605,24
9912756200101488,2606,24
9912756310101488,2607,24
9912756480101488,2608,24
9912756600101488,2609,24
9912756760101488,2610,24
9912756850101488,2611,24
9912757700101488,2612,24
9912757790101488,2613,24
9912758020101488,2614,24
9912758470101488,2615,24
9912758560101488,2616,24
9912758690101488,2617,24
9912758870101488,2618,24
9912758990101488,2619,24
9912759820101488,2620,24
9912759990101488,2621,24
9912760430101488,2622,24
9912913270101488,2623,24
9912913520101488,2624,24
9912913690101488,2625,24
9912915160101488,2626,24
9912916460101488,2627,24
9912916540101488,2628,24
9912916610101488,2629,24
9912916650101488,2630,24
9912916750101488,2631,24
9912916900101488,2632,24
9912916940101488,2633,24
9912917640101488,2634,24
9912917730101488,2635,24
9912917780101488,2636,24
9912917820101488,2637,24
9912918620101488,2638,24
9912918680101488,2639,24
9912919120101488,2640,24
9912919540101488,2641,24
9912919570101488,2642,24
9912919620101488,2643,24
9912919650101488,2644,24
9912919710101488,2645,24
9912919730101488,2646,24
9912919800101488,2647,24
9912919900101488,2648,24
9912919950101488,2649,24
9912920160101488,2650,24
9912920550101488,2651,24
9912920720101488,2652,24
9912920730101488,2653,24
9912922590101488,2654,24
9912922750101488,2655,24
9912922880101488,2656,24
9912922940101488,2657,24
9912923190101488,2658,24
9912923310101488,2659,24
9912923740101488,2660,24
9912923800101488,2661,24
9912923880101488,2662,24
9912931700101488,2663,24
9912931850101488,2664,24
9912932240101488,2665,24
9912932790101488,2666,24
9912932800101488,2667,24
9912932820101488,2668,24
9912932860101488,2669,24
9912817890101488,2670,24
9912817960101488,2671,24
9912818220101488,2672,24
9912818410101488,2673,24
9912818470101488,2674,24
9912818600101488,2675,24
9912818640101488,2676,24
9912818870101488,2677,24
9912819070101488,2678,24
9912819100101488,2679,24
9912819490101488,2680,24
9912819660101488,2681,24
9912819780101488,2682,24
9912821850101488,2683,24
9912821930101488,2684,24
9912822160101488,2685,24
9912822510101488,2686,24
9912822730101488,2687,24
9912823250101488,2688,24
9912823420101488,2689,24
9912823570101488,2690,24
9912824230101488,2691,24
9912828680101488,2692,24
9912829450101488,2693,24
9912830230101488,2694,24
9912830430101488,2695,24
9912830630101488,2696,24
9912831320101488,2697,24
9912831370101488,2698,24
9912831440101488,2699,24
9912831530101488,2700,24
9912831620101488,2701,24
9912831890101488,2702,24
9912832400101488,2703,24
9912832510101488,2704,24
9912833960101488,2705,24
9912834180101488,2706,24
9912834830101488,2707,24
9912835040101488,2708,24
9912835160101488,2709,24
9912835610101488,2710,24
9912835660101488,2711,24
9912835820101488,2712,24
9912836140101488,2713,24
9912836710101488,2714,24
9912836840101488,2715,24
9912837730101488,2716,24
9912837820101488,2717,24
9912837860101488,2718,24
9912838310101488,2719,24
9912838470101488,2720,24
9912838550101488,2721,24
9912838640101488,2722,24
9912838770101488,2723,24
9912838810101488,2724,24
9912839320101488,2725,24
9912839510101488,2726,24
9912839690101488,2727,24
9912839730101488,2728,24
9912839790101488,2729,24
9912840420101488,2730,24
9912840620101488,2731,24
9912840660101488,2732,24
9912840910101488,2733,24
9912840960101488,2734,24
9912841280101488,2735,24
9912841330101488,2736,24
9912900140101488,2737,24
9912908450101488,2738,24
9912908770101488,2739,24
9912910660101488,2740,24
9912911410101488,2741,24
9912911480101488,2742,24
9912911830101488,2743,24
9912912040101488,2744,24
9912912340101488,2745,24
9912912470101488,2746,24
9912912700101488,2747,24
9912913600101488,2748,24
9912914360101488,2749,24
9912914460101488,2750,24
9912914530101488,2751,24
9912914760101488,2752,24
9912914880101488,2753,24
9912915000101488,2754,24
9912915060101488,2755,24
9912915560101488,2756,24
9912915650101488,2757,24
9912915990101488,2758,24
9912916710101488,2759,24
9912916730101488,2760,24
9912916880101488,2761,24
9912916890101488,2762,24
9912917510101488,2763,24
9912917570101488,2764,24
9912917940101488,2765,24
9912918520101488,2766,24
9912918810101488,2767,24
9912918870101488,2768,24
9912918970101488,2769,24
9912800260101488,2770,24
9912800310101488,2771,24
9912800430101488,2772,24
9912800450101488,2773,24
9912800470101488,2774,24
9912800650101488,2775,24
9912800740101488,2776,24
9912800900101488,2777,24
9912801410101488,2778,24
9912801740101488,2779,24
9912802240101488,2780,24
9912802310101488,2781,24
9912802620101488,2782,24
9912802690101488,2783,24
9912802830101488,2784,24
9912802860101488,2785,24
9912803110101488,2786,24
9912803240101488,2787,24
9912803310101488,2788,24
9912803420101488,2789,24
9912803510101488,2790,24
9912803540101488,2791,24
9912804010101488,2792,24
9912804170101488,2793,24
9912804480101488,2794,24
9912804800101488,2795,24
9912805240101488,2796,24
9912805290101488,2797,24
9912805320101488,2798,24
9912806000101488,2799,24
9912806710101488,2800,24
9912806790101488,2801,24
9912806820101488,2802,24
9912807130101488,2803,24
9912807760101488,2804,24
9912807790101488,2805,24
9912808440101488,2806,24
9912808530101488,2807,24
9912808600101488,2808,24
9912808650101488,2809,24
9912808860101488,2810,24
9912809220101488,2811,24
9912809270101488,2812,24
9912809800101488,2813,24
9912809820101488,2814,24
9912810030101488,2815,24
9912810500101488,2816,24
9912811140101488,2817,24
9912811600101488,2818,24
9912812230101488,2819,24
9912812850101488,2820,24
9912813320101488,2821,24
9912813420101488,2822,24
9912813450101488,2823,24
9912815720101488,2824,24
9912815850101488,2825,24
9912816010101488,2826,24
9912816060101488,2827,24
9912816140101488,2828,24
9912816330101488,2829,24
9912816410101488,2830,24
9912816810101488,2831,24
9912817250101488,2832,24
9912817810101488,2833,24
9912818040101488,2834,24
9912818210101488,2835,24
9912818560101488,2836,24
9912818670101488,2837,24
9912818820101488,2838,24
9912818960101488,2839,24
9912818970101488,2840,24
9912819130101488,2841,24
9912819170101488,2842,24
9912819310101488,2843,24
9912819570101488,2844,24
9912819600101488,2845,24
9912819630101488,2846,24
9912819760101488,2847,24
9912819790101488,2848,24
9912819810101488,2849,24
9912819840101488,2850,24
9912821690101488,2851,24
9912821750101488,2852,24
9912821820101488,2853,24
9912822490101488,2854,24
9912822590101488,2855,24
9912822640101488,2856,24
9912822670101488,2857,24
9912822820101488,2858,24
9912823050101488,2859,24
9912823180101488,2860,24
9912823340101488,2861,24
9912823470101488,2862,24
9912823520101488,2863,24
9912823610101488,2864,24
9912824090101488,2865,24
9912824140101488,2866,24
9912824170101488,2867,24
9912824250101488,2868,24
9912824290101488,2869,24
9991555860101488,2870,24
9991589270101488,2871,24
9991591180101488,2872,24
9991649190101488,2873,24
9991649300101488,2874,24
9991649440101488,2875,24
9991649660101488,2876,24
9991649800101488,2877,24
9991650310101488,2878,24
9991650350101488,2879,24
9991650360101488,2880,24
9991650400101488,2881,24
9991650430101488,2882,24
9991650460101488,2883,24
9991651440101488,2884,24
9991651480101488,2885,24
9991652150101488,2886,24
9991652230101488,2887,24
9991653850101488,2888,24
9991653860101488,2889,24
9991653880101488,2890,24
9991653950101488,2891,24
9991653990101488,2892,24
9991654030101488,2893,24
9991654040101488,2894,24
9991654060101488,2895,24
9991656930101488,2896,24
9991657150101488,2897,24
9991812250101488,2898,24
9991812260101488,2899,24
9991812290101488,2900,24
9991812320101488,2901,24
9991812350101488,2902,24
9991812390101488,2903,24
9991812410101488,2904,24
9991812450101488,2905,24
9991812490101488,2906,24
9991812600101488,2907,24
9991812660101488,2908,24
9991812870101488,2909,24
9991812970101488,2910,24
9991813010101488,2911,24
9991813100101488,2912,24
9991814200101488,2913,24
9991814260101488,2914,24
9991814620101488,2915,24
9991814680101488,2916,24
9991814730101488,2917,24
9991814820101488,2918,24
9991815420101488,2919,24
9991815450101488,2920,24
9991815530101488,2921,24
9991815570101488,2922,24
9991815620101488,2923,24
9991815650101488,2924,24
9991815680101488,2925,24
9991815690101488,2926,24
9991815750101488,2927,24
9991815770101488,2928,24
9991815780101488,2929,24
9991815800101488,2930,24
9991815810101488,2931,24
9991815830101488,2932,24
9991815860101488,2933,24
9991815880101488,2934,24
9991815950101488,2935,24
9991816050101488,2936,24
9991816240101488,2937,24
9991816350101488,2938,24
9991816430101488,2939,24
9991816480101488,2940,24
9991816530101488,2941,24
9991816630101488,2942,24
9991816680101488,2943,24
9991816860101488,2944,24
9991817020101488,2945,24
9991817050101488,2946,24
9991817220101488,2947,24
9991817260101488,2948,24
9991817650101488,2949,24
9991817680101488,2950,24
9991817730101488,2951,24
9991817780101488,2952,24
9991817810101488,2953,24
9991817910101488,2954,24
9991817960101488,2955,24
9991818080101488,2956,24
9991824130101488,2957,24
9991824160101488,2958,24
9991824180101488,2959,24
9991824190101488,2960,24
9991824230101488,2961,24
9991824270101488,2962,24
9991824300101488,2963,24
9991824320101488,2964,24
9991824340101488,2965,24
9991824350101488,2966,24
9991824360101488,2967,24
9991824420101488,2968,24
9991824540101488,2969,24
996476620101488,2970,24
996491390101488,2971,24
996491520101488,2972,24
996491950101488,2973,24
996492060101488,2974,24
996493840101488,2975,24
996493930101488,2976,24
996494050101488,2977,24
996494140101488,2978,24
996494660101488,2979,24
996494880101488,2980,24
996494980101488,2981,24
996495900101488,2982,24
996495960101488,2983,24
996497610101488,2984,24
996497660101488,2985,24
996497750101488,2986,24
996498000101488,2987,24
996505450101488,2988,24
996519610101488,2989,24
996519770101488,2990,24
996519810101488,2991,24
996519850101488,2992,24
996554770101488,2993,24
996567860101488,2994,24
996573820101488,2995,24
996609360101488,2996,24
996651850101488,2997,24
996663550101488,2998,24
996676720101488,2999,24
9922904600101488,3000,24
9922904720101488,3001,24
9922904750101488,3002,24
9922904870101488,3003,24
9922904920101488,3004,24
9922904930101488,3005,24
9922905410101488,3006,24
9922905460101488,3007,24
9922905810101488,3008,24
9922908380101488,3009,24
9922908500101488,3010,24
9922908770101488,3011,24
9922909160101488,3012,24
9970174930101488,3013,24
9975253310101488,3014,24
9981133620101488,3015,24
9981133700101488,3016,24
9981133700101488,3017,24
9981133840101488,3018,24
9981133880101488,3019,24
9981133890101488,3020,24
9987994920101488,3021,24
9987998620101488,3022,24
9987999360101488,3023,24
9987999600101488,3024,24
9987999720101488,3025,24
9988070540101488,3026,24
9988961060101488,3027,24
9988961360101488,3028,24
9988961430101488,3029,24
9988961440101488,3030,24
9988961450101488,3031,24
9988961460101488,3032,24
9988961470101488,3033,24
9989028980101488,3034,24
9989029090101488,3035,24
9989029170101488,3036,24
9989029200101488,3037,24
9989029330101488,3038,24
9989029380101488,3039,24
9989029540101488,3040,24
9989029590101488,3041,24
9989029870101488,3042,24
9989029970101488,3043,24
9989045710101488,3044,24
9989045770101488,3045,24
9989046000101488,3046,24
9989046130101488,3047,24
9989046230101488,3048,24
9989046440101488,3049,24
9989046520101488,3050,24
9989046890101488,3051,24
9989046950101488,3052,24
9989047510101488,3053,24
9989047670101488,3054,24
9989047720101488,3055,24
9989047750101488,3056,24
9989047770101488,3057,24
9989047780101488,3058,24
9989047790101488,3059,24
9989047890101488,3060,24
9989056740101488,3061,24
9989056910101488,3062,24
9989057030101488,3063,24
9989057830101488,3064,24
9989057930101488,3065,24
9989058000101488,3066,24
9989058320101488,3067,24
9989058350101488,3068,24
9989058610101488,3069,24
9992323301801488,3070,24
9915904260101488,3071,24
9915904290101488,3072,24
9915904740101488,3073,24
9915904840101488,3074,24
9915905660101488,3075,24
9915905780101488,3076,24
9915906070101488,3077,24
9915906130101488,3078,24
9915906250101488,3079,24
9915906640101488,3080,24
9915906770101488,3081,24
9915906900101488,3082,24
9915907120101488,3083,24
9915907170101488,3084,24
9915907190101488,3085,24
9915907310101488,3086,24
9915907430101488,3087,24
9915907550101488,3088,24
9915907690101488,3089,24
9915907780101488,3090,24
9915907830101488,3091,24
9915908000101488,3092,24
9915908030101488,3093,24
9915908340101488,3094,24
9915909510101488,3095,24
9915909750101488,3096,24
9915911360101488,3097,24
9915911420101488,3098,24
9915911490101488,3099,24
9915997270101488,3100,24
9915997510101488,3101,24
9915997610101488,3102,24
9915998070101488,3103,24
9915998130101488,3104,24
9915998240101488,3105,24
9915998320101488,3106,24
9915998390101488,3107,24
9915998460101488,3108,24
9915998500101488,3109,24
9915998540101488,3110,24
9915998590101488,3111,24
9915999020101488,3112,24
9915999040101488,3113,24
9915999100101488,3114,24
9915999140101488,3115,24
9915999210101488,3116,24
9915999260101488,3117,24
9915999340101488,3118,24
9915999390101488,3119,24
9915999570101488,3120,24
9915999660101488,3121,24
9915999760101488,3122,24
9915999910101488,3123,24
9915999940101488,3124,24
9915999950101488,3125,24
9915999980101488,3126,24
9916000330101488,3127,24
9916000390101488,3128,24
9916000450101488,3129,24
9916000490101488,3130,24
9916000530101488,3131,24
9916000560101488,3132,24
9916000600101488,3133,24
9916000640101488,3134,24
9916000640101488,3135,24
9916001030101488,3136,24
9916001060101488,3137,24
9916001340101488,3138,24
9916001380101488,3139,24
9916001520101488,3140,24
9916001640101488,3141,24
9916001700101488,3142,24
9916001750101488,3143,24
9916001800101488,3144,24
9916002150101488,3145,24
9916002220101488,3146,24
9916002260101488,3147,24
9916002310101488,3148,24
9916002490101488,3149,24
9916003500101488,3150,24
9916003510101488,3151,24
9916003790101488,3152,24
9916003830101488,3153,24
9916003850101488,3154,24
9916003870101488,3155,24
9916003980101488,3156,24
9916004020101488,3157,24
9916004250101488,3158,24
9916004360101488,3159,24
9916004490101488,3160,24
9916004560101488,3161,24
9916004780101488,3162,24
9916004830101488,3163,24
9916004910101488,3164,24
9916005340101488,3165,24
9916005640101488,3166,24
9916007280101488,3167,24
9916007360101488,3168,24
9916007560101488,3169,24
9916008460101488,3170,24
9916008540101488,3171,24
9915587960101488,3172,24
9915588010101488,3173,24
9915588300101488,3174,24
9915588620101488,3175,24
9915588670101488,3176,24
9915589040101488,3177,24
9915589470101488,3178,24
9915589520101488,3179,24
9915589560101488,3180,24
9915590010101488,3181,24
9915590210101488,3182,24
9915590280101488,3183,24
9915591170101488,3184,24
9915591620101488,3185,24
9915592410101488,3186,24
9915592450101488,3187,24
9915592480101488,3188,24
9915592550101488,3189,24
9915592740101488,3190,24
9915592790101488,3191,24
9915592840101488,3192,24
9915592900101488,3193,24
9915593010101488,3194,24
9915593410101488,3195,24
9915593420101488,3196,24
9915593450101488,3197,24
9915594260101488,3198,24
9915594480101488,3199,24
9915595120101488,3200,24
9915595370101488,3201,24
9915595450101488,3202,24
9915595650101488,3203,24
9915595720101488,3204,24
9915595800101488,3205,24
9915596220101488,3206,24
9915596250101488,3207,24
9915596490101488,3208,24
9915596900101488,3209,24
9915597390101488,3210,24
9915597480101488,3211,24
9915597980101488,3212,24
9915598040101488,3213,24
9915598080101488,3214,24
9915598170101488,3215,24
9915598360101488,3216,24
9915598430101488,3217,24
9915600500101488,3218,24
9915600800101488,3219,24
9915601190101488,3220,24
9915601670101488,3221,24
9915601760101488,3222,24
9915601890101488,3223,24
9915602030101488,3224,24
9915602130101488,3225,24
9915602220101488,3226,24
9915602730101488,3227,24
9915602790101488,3228,24
9915602910101488,3229,24
9915604670101488,3230,24
9915604690101488,3231,24
9915605140101488,3232,24
9915605180101488,3233,24
9915605210101488,3234,24
9915605520101488,3235,24
9915605570101488,3236,24
